"Tijuana/San Diego",5105769,32.5417975,-117.0401099
"Mexicali/Calexico",1143000,32.663333, -115.467778
"San Luis Río Colorado/San Luis",458324,32.476667, -114.7625
"Nogales/Heroica Nogales",313940,31.318611, -110.945833
"Ciudad Juárez/El Paso",2500000,31.739444, -106.486944
"Nuevo Laredo/Laredo",636516,27.485833, -99.530833
"Matamoros/Brownsville",1814695,25.879722, -97.504167
"Reynosa/McAllen",1500000,26.092222, -98.277778
